Фирма,Область,Код области,Товар,Код товара,ЕИ,Производитель,Количество,Поставщик
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ДНЕПРОПЕТРОВСКАЯ,196,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",25,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ДНЕПРОПЕТРОВСКАЯ,196,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",37,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",КИЕВСКАЯ,202,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",10,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",КИЕВСКАЯ,202,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",10,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",КИЕВСКАЯ,202,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",100,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ОДЕССКАЯ,207,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",50,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",РОВЕНСКАЯ,209,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ТЕРНОПОЛЬСКАЯ,211,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ТЕРНОПОЛЬСКАЯ,211,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХАРЬКОВСКАЯ,212,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХАРЬКОВСКАЯ,212,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",20,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХАРЬКОВСКАЯ,212,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",150,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХАРЬКОВСКАЯ,212,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",10,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХАРЬКОВСКАЯ,212,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",13,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХМЕЛЬНИЦКАЯ,214,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",1,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХМЕЛЬНИЦКАЯ,214,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",2,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ХМЕЛЬНИЦКАЯ,214,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",5,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ЧЕРКАССКАЯ,215,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"Товариство з обмеженою відповідальністю ""СТМ-Фарм""",ЧЕРНИГОВСКАЯ,216,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",1,АСТРАЗЕНЕКА АБ (632)
