Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-24 м. Львів, вул. Огієнка, 10 8effca1f-2d6b-11ea-97d7-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-19 м.Львів, вул.Івана Франка, 8  0e489146-2236-11ea-97d5-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-27 м. Львів, вул.Сихівська, 12 2ce3cfe1-2d6c-11ea-97d7-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-26 м. Львів, вул. Київська, 9  f612439a-2d6b-11ea-97d7-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",4,"А-9 м. Львів, вул. Городоцька, 218  f3447a17-09d0-11ea-97d4-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-23 м. Львів, вул. С.Бандери, 71  29d6099e-2d6b-11ea-97d7-0cc47aff6138",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"А-6 м. Львів, вул.Володимира Великого, 63, кв.399",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"А-18 м. Львів, вул. Виговського І., 17",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"№002 м.Львів, вул. Богдана Хмельницького, 214, ТРЦ ""ВАМ"" e9f42111-bb38-11e8-810a-0cc47a140b3b",Львівська
Крестор таб. в/о 20мг №28 (14х2) бліст.,1,"№31 м.Львів, вул.Широка, 87, ТЦ ВАМ 924d0714-55ad-11e3-b03b-9c8e992e54ac",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"А-27 м.Львів,вул.Героїв УПА,76",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"П-32 м. Львів, вул. Повітряна, 99",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",15,"П-2 м. Львів, пр-тЧервоної Калини, 57, КНП""4-А міська поліклініка м. Львова"" Дитяче поліклінічне відділення, вестибюль, 1-й поверх",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"А-78 м. Львів, вул. Люблінська, 104",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"А-23 м.Львів вул.Грінченка Б.,буд.6",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",30,"м. Львів, вул. Виговського І., 29А ",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"вул. Промислова, 50/52 м. Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",15,"м.Львів, пр-т Червоної Калини, 102",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",30,"м.Львів, пр-т Червоної Калини, 64",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",50,"вул. Сихівська, 22, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м.Львів, пр-т Шевченка Т., 26 Аптека №21 ""Знахар""",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"вул. Пасічна, 70, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"м.Львів, пр-т Червоної Калини, 36",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",30,"вул. Хімічна, 22, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",15,"вул. В.Великого, 59а, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"вул. Шевченка, 366В, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",20,"вул. Мазепи, 11, м.Львів",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10," вул.Миколайчука І., 9 м.Львів,",Львівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",4,"Тернопільська обл., Гусятинський р-н, м.Копичинці, вул.Ринок, 18 Аптека №1",Тернопільська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"А-20 м. Тернопіль, вул. Руська, 16 1995235d-5824-11ec-97ef-0cc47aff613b",Тернопільська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",7,"А-4 м. Тернопіль, вул. Шептицького, 2 59d9224d-4b2b-11ea-97da-0cc47aff6138",Тернопільська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",6,"А-7 м. Тернопіль, вул. Живова, 9 ae285166-4b2b-11ea-97da-0cc47aff6138",Тернопільська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Тернопільська обл., Тернопільський р-н, с.Великі Гаї, вул.Галицька, 113",Тернопільська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"Рівненська обл., Дубенський р-н, м.Радивилів, вул.Почаївська, 51",Рівненська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"Львівська обл., Золочівський р-н, м.Буськ, вул.Львівська, 4",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Львівська обл., м. Золочів, вул. Львівська, буд.5-Г",Львівська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Чернігівська обл., м.Ніжин, вул.Московська, 15-Б, Аптека №1 ""Аптека нашого міста""",Чернігівська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",400,"0368 м. Київ, вул.Пшенична,16",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"м.Київ вул.Татарська,38  Аптека № 26",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"м.Київ вул. Корольова ,8  Аптека № 24",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",8," м.Київ вул. Гната Хоткевича,10  Аптека №32                                        ",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м.Київ, вул.Антонова ,43  Аптека №1",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м.Київ, пр-т В.Порика, 3  Аптека №3",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"м.Київ, пр-т Палладіна, 18/30  Аптека №4",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м.Київ пр-т. Свободи,26 В  Аптека №15",
Крестор таб. в/о 20мг №28 (14х2) бліст.,2,"м.Київ вул.Сабурова,3  Аптека №10",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"м.Київ вул.Сабурова,3  Аптека №10",
Беталок Зок таб. в/о 100мг №30,2,"м.Київ, вул.Малишка Андрія, 1,  Аптека №1",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"вул.Празька, 24, м.Київ. Аптека №4",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",6,"м.Київ, вул.Івашкевича Ярослава, №6-8 А, Аптека №5 Калина	",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"м.Київ, вул.Антонова ,43  Аптека №1",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",6,"м.Київ, вул.Івашкевича Ярослава, №6-8 А, Аптека №5 Калина	",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",5,"вул.Петра Курінного, 2, КНП ""ЦПМСД №3"" м.Києва",
Крестор таб. в/о 20мг №28 (14х2) бліст.,2,"пр-т Леся Курбаса, 2/13, 	м.Київ",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"м.Київ вул.Градинська,11  Аптека №18",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",2,"м.Київ, вул.Маршала Тимошенко, 21, корп.14, прим.№6",
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",3,"м.Київ, вул.Братиславська,20  Аптека №5",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"Київська обл., Києво-Святошинський р-н, м.Боярка, вул.Білогородська, 51, корп.5, офіс 9, Аптека №1",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Бучанський р-н., с. Софіївська Борщагівка, вул. Соборна, 126/15, прим. 1002/4",Київська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"Київська обл., Києво-Святошинський р-н, с.Софіївська Борщагівка, вул.Соборна, 46, Аптека №4",Київська
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"Київська обл.,м.Вишневе, вул.Машинобудівників, 7, КНП ""КНП ""Вишнівська міськ.лікарня"", Апт.п.№1",Київська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"08133 м.Вишневе, вул. Балукова,21 Київська обл.Києво-Святош. р-н",Київська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"Київська обл., Києво-Святошинський р-н, с.Софіївська Борщагівка, вул.Житня, 17, нежитлове приміщення 32 Аптека №1 ""Сімейна""",Київська
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"КФ А-96 Житомирська обл., смт Черняхів, вул.Володимирська, 3",Житомирська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",10,"КФ А-104 м.Житомир, вул.Лесі Українки, 48",Житомирська
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",9,"КФ А-96 Житомирська обл., смт Черняхів, вул.Володимирська, 3",Житомирська
